hyper	hypo	sim
textual_entailment	wireless_networks	-0.0
turing_machines	routing_algorithm	-0.0
network_protocols	bilingual_dictionary	0.0
image_retrieval	query_expansion	0.003426712835995996
information_retrieval	data_warehouse	2.296961459911093e-05
automata_theory	finite_automata	3.112053169804467e-14
polynomial_time_approximation_scheme	approximation_theory	0.0
natural_language_processing	web_page_classification	0.0
computer_networks	information_extraction	0.0
pushdown_systems	formal_logic	0.0
retrieval_effectiveness	system_testing	0.0
machine_translation	bilingual_dictionary	0.0026514789231599114
natural_language_processing	text_mining	0.007052548090925805
text_classification	sentiment_analysis	2.4069745297119528e-14
information_extraction	system_testing	0.0
clustering	fuzzy_clustering	-0.02926171247443949
requirements_traceability	bilingual_dictionary	0.0
software_engineering	system_testing	0.0
query_expansion	query_processing	-0.0012584511511508228
routing_algorithm	retrieval_effectiveness	0.0
natural_language_processing	computer_science	0.0018520092950258232
image_retrieval	bm25	0.0
data_warehouse	web_personalization	0.0
machine_translation	peer-to-peer_networks	-0.0
variational_approximation	web_search	-0.0
system_testing	test_case_generation	-0.0
automata_theory	computer_science	0.0
hierarchical_clustering	image_enhancement	0.0
sentiment_analysis	web_mining	-0.0
frequent_closed_itemsets	frequent_item_sets	-0.0
k-means_clustering	query_expansion	0.0
query_expansion	k-means_clustering	-0.0
network_protocols	bm25	0.0
pseudo_relevance_feedback	music_recommendation	-0.0
apriori	decision_trees	-0.0
information_retrieval	patent_retrieval	0.0010727395813351676
parallel_text	finite_automata	-0.0
tag_recommendation	first-order_logic	0.0
software_engineering	automatic_programming	0.0032672760632226957
unified_modeling_language	dialogue_systems	-0.0
sentiment_analysis	wordnet	4.901669244708254e-15
retrieval_models	information_retrieval	-0.0016581202015908292
clustering	hierarchical_clustering	-0.08311747304094166
computer_science	software_engineering	-0.025249897877472807
software_architecture_design	parallel_corpora	0.0
ad_hoc_wireless_networks	parallel_text	0.0
mean_average_precision	wireless_networks	0.0
data_warehouse	system_testing	0.0
software_design	dialogue_systems	-0.0
association_rule_mining	sparse_approximation	0.0
text_classification	text_mining	-0.0
data_mining	association_rule_mining	-0.0005247354024386861
automated_reasoning	uml_2.0	0.0
association_rule_mining	mean_average_precision	0.0
rule_induction	finite_automata	-0.0
computational_learning_theory	graph_theory	0.0
ad_hoc_wireless_networks	fuzzy_clustering	0.0
information_extraction	unified_modeling_language	-0.0
query_expansion	uml_2.0	0.0
parallel_text	pushdown_systems	0.0
uml_class_diagrams	part-of-speech_tagging	0.0
association_rule_mining	apriori	0.010837177199172777
approximation_theory	linear_programming_relaxation	-0.0
unified_modeling_language	cellular_automata	-0.0
natural_language_processing	language_model	0.00042815391088812135
automatic_programming	query_processing	-0.0
software_design	textual_entailment	-0.0
turing_machines	requirements_engineering	-0.0
mean_average_precision	clustering	0.0
statistical_language_models	retrieval_models	1.1028940571656014e-14
object_detection	bilingual_dictionary	0.0
automated_theorem_proving	automated_reasoning	0.0
finite_automata	dependency_parsing	0.0
computer_science	data_mining	-0.007107213925725143
decision_trees	web_search	-0.0
k-means_clustering	text_clustering	0.0
recommender_systems	music_recommendation	-0.0
rule_induction	decision_tables	0.0
hierarchical_clustering	test_case_generation	0.0
automated_theorem_proving	spectral_clustering	0.0
data_mining	requirements_traceability	0.0
computer_networks	decision_trees	-0.0
unified_modeling_language	explicit_feedback	0.0
fuzzy_clustering	implicit_feedback	0.0
computer_networks	routing_algorithm	-0.0020511998692451456
formal_logic	decision_rules	0.0
automated_reasoning	retrieval_models	0.0
statistical_language_models	decision_rules	0.0
coreference_resolution	natural_language_processing	-0.00871748333403744
query_reformulation	automatic_programming	0.0
software_design	software_architecture_design	-0.0
bilingual_dictionary	machine_translation	-0.004202494664638003
question_answering	natural_language_processing	-0.009740087643567598
automata_theory	hierarchical_clustering	-0.0
implicit_feedback	formal_logic	0.0
retrieval_effectiveness	information_retrieval	-0.0008487243380308981
opinion_mining	recommender_systems	9.75113148848029e-15
test_case_generation	sparse_approximation	-0.0
sparse_approximation	sentiment_analysis	0.0
peer-to-peer_networks	web_usage_mining	0.0
recommender_systems	formal_logic	0.0
wireless_networks	computer_networks	0.0
image_segmentation	medical_image_segmentation	-0.15031867797621074
clustering	web_page_classification	-0.0009634177583521381
video_processing	web_mining	0.0
coreference_resolution	vector_space_model	-0.0
automata_theory	theoretical_computer_science	0.0
pushdown_systems	higher-order_logic	0.0
automata_theory	cellular_automata	0.0006455840349121761
image_retrieval	information_retrieval	0.00023924362133047826
face_recognition	information_extraction	0.0
peer-to-peer_networks	decision_tables	0.0
polynomial_time_approximation_scheme	machine_translation	0.0
automatic_programming	web_personalization	-0.0
average_precision	spatial_data_mining	-0.0
computer_vision	video_processing	-0.007403254229499705
music_recommendation	machine_translation	0.0
object-oriented_design	software_design	-0.0
information_retrieval	text_mining	0.000558022368940636
software_design	object-oriented_design	0.0
automatic_programming	decision_rules	-0.0
